MÃ HÀNG,TÊN HÀNG,SL THỰC NHẬN,ĐƠN VỊ,STD GROSSWGT,NSX,HSD,GROUP OF CAGO
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,2184.0,CHA,0.37065,22/05/2025,22/05/2027,Drinking Water
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,2184.0,CHA,0.37065,22/05/2025,22/05/2027,Drinking Water
25000205,Nước Khoáng kiềm thiên nhiên DaKai 350ml P24,2184.0,CHA,0.37065,22/05/2025,22/05/2027,Drinking Water
20100102,Đường Sticksu 8g,72.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,Functional Sugar
20100102,Đường Sticksu 8g,420.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,Functional Sugar
20100102,Đường Sticksu 8g,420.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,Functional Sugar
20100102,Đường Sticksu 8g,420.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,Functional Sugar
20100494,Đường kính trắng Coop Happy 2kg,8060.0,KG,1.0,2025-12-06 00:00:00,2027-12-06 00:00:00,RS Sugar
20100184,Ðường Biên Hòa Pure 1kg,34860.0,KG,1.0,2025-12-06 00:00:00,2029-12-06 00:00:00,RE Sugar
20100415,Đường Biên Hòa 1/2 (half sugar) 500g,84.0,KG,1.0,2025-10-06 00:00:00,2027-10-06 00:00:00,Functional Sugar
20100415,Đường Biên Hòa 1/2 (half sugar) 500g,672.0,KG,1.0,2025-10-06 00:00:00,2027-10-06 00:00:00,Functional Sugar
20100415,Đường Biên Hòa 1/2 (half sugar) 500g,672.0,KG,1.0,2025-10-06 00:00:00,2027-10-06 00:00:00,Functional Sugar
20100415,Đường Biên Hòa 1/2 (half sugar) 500g,672.0,KG,1.0,2025-10-06 00:00:00,2027-10-06 00:00:00,Functional Sugar
20100563,Đường Organic Biên Hòa hũ 800g P12,460.8,KG,1.0,14/12/2024,14/12/2027,Organic Sugar
20100563,Đường Organic Biên Hòa hũ 800g P12,576.0,KG,1.0,14/12/2024,14/12/2027,Organic Sugar
20100563,Đường Organic Biên Hòa hũ 800g P12,576.0,KG,1.0,14/12/2024,14/12/2027,Organic Sugar
20100042,Đường mía thiên nhiên Biên Hòa 1kg,30000.0,KG,1.0,13/06/2025,13/06/2027,Brown Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,14000.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,16000.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,2000.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,10000.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,21000.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,11000.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,15000.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,5000.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,26000.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100184,Ðường Biên Hòa Pure 1kg,51040.0,KG,1.0,13/06/2025,13/06/2029,RE Sugar
20100020,Đường đen nữ hoàng 1kg,4000.0,KG,1.0,2025-05-06 00:00:00,2026-05-09 00:00:00,Functional Sugar
20100563,Đường Organic Biên Hòa hũ 800g P12,576.0,KG,1.0,14/12/2024,14/12/2027,Organic Sugar
20100563,Đường Organic Biên Hòa hũ 800g P12,576.0,KG,1.0,14/12/2024,14/12/2027,Organic Sugar
20100563,Đường Organic Biên Hòa hũ 800g P12,576.0,KG,1.0,14/12/2024,14/12/2027,Organic Sugar
20100102,Đường Sticksu 8g,120.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,Functional Sugar
20100102,Đường Sticksu 8g,420.0,KG,1.0,2025-09-06 00:00:00,2029-09-06 00:00:00,Functional Sugar
20100415,Đường Biên Hòa 1/2 (half sugar) 500g,420.0,KG,1.0,2025-10-06 00:00:00,2027-10-06 00:00:00,Functional Sugar
20100415,Đường Biên Hòa 1/2 (half sugar) 500g,672.0,KG,1.0,2025-10-06 00:00:00,2027-10-06 00:00:00,Functional Sugar
20100415,Đường Biên Hòa 1/2 (half sugar) 500g,672.0,KG,1.0,2025-10-06 00:00:00,2027-10-06 00:00:00,Functional Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),336.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100184,Ðường Biên Hòa Pure 1kg,60000.0,KG,1.0,13/06/2025,13/06/2029,RE Sugar
20100041,Đường mía khoáng chất 1kg,9160.0,KG,1.0,13/06/2025,13/06/2027,Functional Sugar
20100167,Đường trắng thượng hạng Mimosa,131600.0,KG,1.0,24/04/2025,24/04/2027,RS Sugar
20100316,Đường vàng thiên nhiên Mimosa,105900.0,KG,1.0,2025-07-06 00:00:00,2027-07-06 00:00:00,Brown Sugar
20100184,Ðường Biên Hòa Pure 1kg,80.0,TUI,1.0,2025-04-05 00:00:00,2029-03-05 00:00:00,RE Sugar
20100005,Đường Ăn Kiêng Isomalt 5g (hộp 250g),171.0,KG,1.0,2024-05-10 00:00:00,2027-05-10 00:00:00,Diet Sugar
20100100,Đường Starbucks White Sugar Stick 4g,40.0,KG,1.0,2025-10-06 00:00:00,2029-10-06 00:00:00,Functional Sugar
20100101,Đường Sticksu 6g,117.0,KG,1.0,2025-05-06 00:00:00,2029-05-06 00:00:00,Functional Sugar
20100101,Đường Sticksu 6g,360.0,KG,1.0,2025-05-06 00:00:00,2029-05-06 00:00:00,Functional Sugar
20100101,Đường Sticksu 6g,360.0,KG,1.0,2025-05-06 00:00:00,2029-05-06 00:00:00,Functional Sugar
20100020,Đường đen nữ hoàng 1kg,4140.0,KG,1.0,2025-05-06 00:00:00,2026-05-09 00:00:00,Functional Sugar
20100042,Đường mía thiên nhiên Biên Hòa 1kg,25000.0,KG,1.0,14/06/2025,14/06/2027,Brown Sugar
20100042,Đường mía thiên nhiên Biên Hòa 1kg,30000.0,KG,1.0,15/06/2025,15/06/2027,Brown Sugar
20100184,Ðường Biên Hòa Pure 1kg,79440.0,KG,1.0,14/06/2025,14/06/2029,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,100.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100111,Bien Hoa Pure Premium Refined Sugar (Export),224300.0,KG,1.0,20/04/2025,20/04/2027,RE Sugar (EX)
20100111,Bien Hoa Pure Premium Refined Sugar (Export),248700.0,KG,1.0,27/04/2025,27/04/2027,RE Sugar (EX)
25000081,Nón bảo hiểm BHC,0.0,CAI,0.0,,,
25000078,Áo thun BHC,0.0,CAI,0.0,,,
25000190,Nón lưỡi trai BHC,0.0,CAI,0.0,,,
25000080,Áo mưa BHC,0.0,CAI,0.0,,,
25000079,Áo khoác BHC,0.0,CAI,0.0,,,
20100184,Ðường Biên Hòa Pure 1kg,0.0,KG,1.0,13/05/2025,13/05/2029,RE Sugar
20100246,Nước màu Bếp Xưa,2112.0,CHA,0.21,2025-10-06 00:00:00,2027-10-06 00:00:00,Caramelized
20100005,Đường Ăn Kiêng Isomalt 5g (hộp 250g),75.0,KG,1.0,2024-05-10 00:00:00,2027-05-10 00:00:00,Diet Sugar
20100005,Đường Ăn Kiêng Isomalt 5g (hộp 250g),180.0,KG,1.0,2024-05-10 00:00:00,2027-05-10 00:00:00,Diet Sugar
20100005,Đường Ăn Kiêng Isomalt 5g (hộp 250g),180.0,KG,1.0,2024-05-10 00:00:00,2027-05-10 00:00:00,Diet Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,55100.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100563,Đường Organic Biên Hòa hũ 800g P12,422.4,KG,1.0,14/12/2024,14/12/2027,Organic Sugar
20100563,Đường Organic Biên Hòa hũ 800g P12,576.0,KG,1.0,14/12/2024,14/12/2027,Organic Sugar
20100563,Đường Organic Biên Hòa hũ 800g P12,576.0,KG,1.0,14/12/2024,14/12/2027,Organic Sugar
20100563,Đường Organic Biên Hòa hũ 800g P12,576.0,KG,1.0,14/12/2024,14/12/2027,Organic Sugar
20100563,Đường Organic Biên Hòa hũ 800g P12,576.0,KG,1.0,14/12/2024,14/12/2027,Organic Sugar
20100563,Đường Organic Biên Hòa hũ 800g P12,576.0,KG,1.0,14/12/2024,14/12/2027,Organic Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,8150.0,KG,1.0,2025-03-02 00:00:00,2027-03-02 00:00:00,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,16850.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,25000.0,KG,1.0,23/04/2025,23/04/2027,RE Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),36.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),336.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),336.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),336.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),336.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),336.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),336.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100136,Đường tinh luyện hạt nhuyễn Biên Hòa Pure,16000.0,KG,1.0,23/04/2025,23/04/2027,RE Sugar
20100141,Đường tinh luyện tiêu chuẩn Biên Hòa Pure,10000.0,KG,1.0,13/03/2025,14/03/2027,RE Sugar
20100054,Đường Organic Biên Hòa 400g,68.4,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100246,Nước màu Bếp Xưa,384.0,CHA,0.21,19/05/2025,19/05/2027,Caramelized
20100251,Đường đen Biên Hòa 50kg,5000.0,KG,1.0,14/06/2025,14/12/2025,Functional Sugar
20100638,Đường Baking GV 25kg,1000.0,KG,1.0,14/06/2025,14/06/2026,Baking Sugar
20100316,Đường vàng thiên nhiên Mimosa,184000.0,KG,1.0,2025-07-06 00:00:00,2027-07-06 00:00:00,Brown Sugar
20100167,Đường trắng thượng hạng Mimosa,133300.0,KG,1.0,29/04/2025,29/04/2027,RS Sugar
20100167,Đường trắng thượng hạng Mimosa,155500.0,KG,1.0,24/04/2025,24/04/2027,RS Sugar
20100184,Ðường Biên Hòa Pure 1kg,39020.0,KG,1.0,15/06/2025,15/06/2029,RE Sugar
20100184,Ðường Biên Hòa Pure 1kg,60000.0,KG,1.0,15/06/2025,15/06/2029,RE Sugar
20100041,Đường mía khoáng chất 1kg,5880.0,KG,1.0,14/06/2025,14/06/2027,Functional Sugar
20100020,Đường đen nữ hoàng 1kg,4340.0,KG,1.0,2025-05-06 00:00:00,2026-05-09 00:00:00,Functional Sugar
20100261,KTM Blue Refined Sugar (Origin: Indonesia),600000.0,KG,1.0,25/11/2024,25/11/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),500000.0,KG,1.0,25/11/2024,25/11/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),600000.0,KG,1.0,27/10/2024,27/10/2026,RE Sugar (IM)
20100042,Đường mía thiên nhiên Biên Hòa 1kg,30000.0,KG,1.0,16/06/2025,16/06/2027,Brown Sugar
20100184,Ðường Biên Hòa Pure 1kg,33520.0,KG,1.0,16/06/2025,16/06/2029,RE Sugar
20100167,Đường trắng thượng hạng Mimosa,1000.0,KG,1.0,16/06/2025,16/06/2027,RS Sugar
20100167,Đường trắng thượng hạng Mimosa,88300.0,KG,1.0,29/04/2025,29/04/2027,RS Sugar
20100316,Đường vàng thiên nhiên Mimosa,43500.0,KG,1.0,2025-07-06 00:00:00,2027-07-06 00:00:00,Brown Sugar
20100592,Đường thanh thiên nhiên Biên Hòa Hộp 500g,60.0,HOP,1.0,2024-04-12 00:00:00,2025-04-12 00:00:00,Bar Sugar
20100592,Đường thanh thiên nhiên Biên Hòa Hộp 500g,24.0,HOP,1.0,2024-04-12 00:00:00,2025-04-12 00:00:00,Bar Sugar
20100184,Ðường Biên Hòa Pure 1kg,21000.0,KG,1.0,16/06/2025,16/06/2029,RE Sugar
20100184,Ðường Biên Hòa Pure 1kg,24780.0,KG,1.0,16/06/2025,16/06/2029,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,15000.0,KG,1.0,2025-03-02 00:00:00,2027-03-02 00:00:00,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,15000.0,KG,1.0,2025-03-02 00:00:00,2027-03-02 00:00:00,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,22000.0,KG,1.0,2025-03-02 00:00:00,2027-03-02 00:00:00,RE Sugar
20100638,Đường Baking GV 25kg,325.0,KG,1.0,14/06/2025,14/06/2026,Baking Sugar
20100638,Đường Baking GV 25kg,1000.0,KG,1.0,14/06/2025,14/06/2026,Baking Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),336.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),336.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100006,Đường Biên Hòa Joy Stick 6g (túi 300g),336.0,KG,1.0,2025-04-06 00:00:00,2029-04-06 00:00:00,Functional Sugar
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100436,Nước cốt dừa Xim Mom Cooks 400ml,1920.0,LON,0.39928,2025-11-06 00:00:00,2027-11-06 00:00:00,Coconut Cooking Cream
20100005,Đường Ăn Kiêng Isomalt 5g (hộp 250g),30.0,KG,1.0,2024-05-10 00:00:00,2027-05-10 00:00:00,Diet Sugar
20100005,Đường Ăn Kiêng Isomalt 5g (hộp 250g),180.0,KG,1.0,2024-05-10 00:00:00,2027-05-10 00:00:00,Diet Sugar
20100246,Nước màu Bếp Xưa,3504.0,CHA,0.21,2025-10-06 00:00:00,2027-10-06 00:00:00,Caramelized
20100054,Đường Organic Biên Hòa 400g,108.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100054,Đường Organic Biên Hòa 400g,537.0,KG,1.0,18/12/2024,18/12/2027,Organic Sugar
20100041,Đường mía khoáng chất 1kg,5000.0,KG,1.0,16/06/2025,16/06/2027,Functional Sugar
20100041,Đường mía khoáng chất 1kg,7520.0,KG,1.0,16/06/2025,16/06/2027,Functional Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,32000.0,KG,1.0,2025-03-02 00:00:00,2027-03-02 00:00:00,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,32000.0,KG,1.0,2025-03-02 00:00:00,2027-03-02 00:00:00,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,53850.0,KG,1.0,2025-03-02 00:00:00,2027-03-02 00:00:00,RE Sugar
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,2150.0,KG,1.0,2025-03-02 00:00:00,2027-03-02 00:00:00,RE Sugar
20100141,Đường tinh luyện tiêu chuẩn Biên Hòa Pure,300.0,KG,1.0,2025-01-03 00:00:00,2027-01-03 00:00:00,RE Sugar
25000005,Nước Dừa Đóng Hộp Loại Xiêm Sen 330ml,960.0,HOP,0.34023,14/06/2025,13/09/2026,Juice
25000006,Nước Dừa Đóng Hộp Loại Xiêm Tắc 330ml,480.0,HOP,0.34023,2025-09-06 00:00:00,2026-08-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,108.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,1428.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
25000005,Nước Dừa Đóng Hộp Loại Xiêm Sen 330ml,2304.0,HOP,0.34023,14/06/2025,13/09/2026,Juice
25000005,Nước Dừa Đóng Hộp Loại Xiêm Sen 330ml,2304.0,HOP,0.34023,14/06/2025,13/09/2026,Juice
25000005,Nước Dừa Đóng Hộp Loại Xiêm Sen 330ml,2304.0,HOP,0.34023,14/06/2025,13/09/2026,Juice
25000005,Nước Dừa Đóng Hộp Loại Xiêm Sen 330ml,2304.0,HOP,0.34023,14/06/2025,13/09/2026,Juice
25000005,Nước Dừa Đóng Hộp Loại Xiêm Sen 330ml,2304.0,HOP,0.34023,14/06/2025,13/09/2026,Juice
25000005,Nước Dừa Đóng Hộp Loại Xiêm Sen 330ml,2304.0,HOP,0.34023,14/06/2025,13/09/2026,Juice
25000005,Nước Dừa Đóng Hộp Loại Xiêm Sen 330ml,2304.0,HOP,0.34023,14/06/2025,13/09/2026,Juice
25000005,Nước Dừa Đóng Hộp Loại Xiêm Sen 330ml,2304.0,HOP,0.34023,14/06/2025,13/09/2026,Juice
25000005,Nước Dừa Đóng Hộp Loại Xiêm Sen 330ml,2304.0,HOP,0.34023,14/06/2025,13/09/2026,Juice
25000005,Nước Dừa Đóng Hộp Loại Xiêm Sen 330ml,2304.0,HOP,0.34023,14/06/2025,13/09/2026,Juice
25000006,Nước Dừa Đóng Hộp Loại Xiêm Tắc 330ml,2304.0,HOP,0.34023,2025-09-06 00:00:00,2026-08-09 00:00:00,Juice
25000006,Nước Dừa Đóng Hộp Loại Xiêm Tắc 330ml,2304.0,HOP,0.34023,2025-09-06 00:00:00,2026-08-09 00:00:00,Juice
25000006,Nước Dừa Đóng Hộp Loại Xiêm Tắc 330ml,2304.0,HOP,0.34023,2025-09-06 00:00:00,2026-08-09 00:00:00,Juice
25000006,Nước Dừa Đóng Hộp Loại Xiêm Tắc 330ml,2304.0,HOP,0.34023,2025-09-06 00:00:00,2026-08-09 00:00:00,Juice
25000006,Nước Dừa Đóng Hộp Loại Xiêm Tắc 330ml,2304.0,HOP,0.34023,2025-09-06 00:00:00,2026-08-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,2304.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,2304.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,2304.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,2304.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,2304.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,2304.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,2304.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,2304.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,2304.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,2304.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,2304.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,2304.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,2304.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,2304.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,2304.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
25100003,Nước Dừa Đóng Hộp Loại Xiêm Xanh 330ml,2304.0,HOP,0.34023,2025-10-06 00:00:00,2026-09-09 00:00:00,Juice
20100108,Đường tinh luyện cao cấp Biên Hòa Pure,900.0,KG,1.0,20/01/2025,20/01/2027,RE Sugar
20100592,Đường thanh thiên nhiên Biên Hòa Hộp 500g,60.0,HOP,1.0,2024-04-12 00:00:00,2025-04-12 00:00:00,Bar Sugar
20100261,KTM Blue Refined Sugar (Origin: Indonesia),500000.0,KG,1.0,27/10/2024,27/10/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),500000.0,KG,1.0,2024-10-11 00:00:00,2026-10-11 00:00:00,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),500000.0,KG,1.0,25/11/2024,25/11/2026,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),215650.0,KG,1.0,2024-05-12 00:00:00,2026-05-12 00:00:00,RE Sugar (IM)
20100261,KTM Blue Refined Sugar (Origin: Indonesia),41550.0,KG,1.0,2024-04-12 00:00:00,2026-04-12 00:00:00,RE Sugar (IM)
